ID,L2Process,L2Desc,L3Process,L3Desc,L4Process,L4Desc,VS,MAR,MARDesc
83a0bbc9-6264-4bbe-bc2c-dec391d4a6c7,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-10-V002,Market Incentive Catalog Registration and Maintenance,C2C,ACCPC_DM_PNCADL00,CCPC: Pricing & Commercial Agreement Display
d169176f-73dc-4864-a72a-b35bc2e6981b,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-20-V001,On Invoice Pricing including Discounts and Monitoring,C2C,ACCPC_DM_PNCADL00,CCPC: Pricing & Commercial Agreement Display
8ea0f59b-5c22-4f97-8992-c187bfcde451,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-20-V001,On Invoice Pricing including Discounts and Monitoring,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
0dd63396-20e5-4fbd-b8c6-eda8719cafda,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-20-V002,SetUp Approval Workflow,C2C,ACCPC_CM_WKFLMT00,CCPC: Workflow Maintenance
f5df2e10-b34f-4df7-9dfe-781e3cfe700b,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-30-V001,Commercial Agreement Registration,C2C,ACCPC_DM_PNCADL00,CCPC: Pricing & Commercial Agreement Display
605dd4f8-7984-4cc0-8cbc-0b477567561b,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-30-V001,Commercial Agreement Registration,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
661020bd-d225-4ccf-aed8-1d2b67ae3991,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-30-V002,Commercial Agreement Registration of Assortments,C2C,ACCPC_DM_PNCADL00,CCPC: Pricing & Commercial Agreement Display
0745c4c6-b195-4717-a645-8a1165679494,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-30-V002,Commercial Agreement Registration of Assortments,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
b41e8836-4ef4-421f-b340-47d9740b37ea,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-30-V003,Commercial Agreement Registration of Reference Contract,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
fcc44eb8-9dcf-4d22-a692-5075dd6e002c,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-30-V004,Closing of Condition Contracts,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
06a4cd33-64c3-4b73-a51b-e77787eb1422,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-30-V005,Cancellation of Condition Contract,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
08561573-46a7-47d7-ab78-a9940236dacf,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-40-V001,Secondary Sales Data,C2C,ACCPC_DM_PNCADL00,CCPC: Pricing & Commercial Agreement Display
21e602e8-a462-4e86-90b1-1ec3f1f280e3,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-40-V001,Secondary Sales Data,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
743d30c6-7265-4ceb-9e12-7609d5ea52f9,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-50-V001,Commercial Agreement Accrual Management,C2C,ACCPC_DM_PNCADL00,CCPC: Pricing & Commercial Agreement Display
3b955fa8-4619-452c-bf30-921c661a6106,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-50-V001,Commercial Agreement Accrual Management,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
61be2caf-6ad9-4eb8-940f-913b037041de,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V001,Commercial Agreement Settlement,C2C,ACCPC_DM_PNCADL00,CCPC: Pricing & Commercial Agreement Display
478633b3-284d-4dad-9b0a-0bf944aee63f,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V001,Commercial Agreement Settlement,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
d0e8c923-d1f2-4780-ad94-042c5d0916bd,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V002,Commercial Agreement Settlement Post Inactivation,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
5648d4c2-9a24-4e2a-8623-39daff794f33,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V003,Settlement of Commissions,C2C,ACCPC_DM_PNCADL00,CCPC: Pricing & Commercial Agreement Display
22864956-ccf5-4d50-b79e-2451844bb1a1,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V003,Settlement of Commissions,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
a3d9bfdb-3437-4eea-bb72-67f2a406fdea,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V004,Output Parameter Determination,C2C,ACCPC_CM_OUTPMT00,CCPC: Output Maintenance
63235d5b-c5f8-46ba-9d2e-af039974c77d,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V005,Correction of Settlement Documents,C2C,ACCPC_DM_PNCADL00,CCPC: Pricing & Commercial Agreement Display
a26fd0af-dcde-4abc-8b36-4dd87b81467a,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V005,Correction of Settlement Documents,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
e1b49886-8a49-42e0-96d7-b600feec2c83,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V006,Rebate in Kind Settlement,C2C,ACCPC_MM_PNCAMT00,CCPC: Pricing & Commercial Agreement Maintenance
cbdf0afc-6341-4488-9cb1-2f6bbf221a05,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V006,Rebate in Kind Settlement,C2C,ACCPC_CM_COCOMT01,CCPC: Condition Contract Maintenance (IT)
5e8880c4-2d7d-41b9-b2a2-fe1903c38466,L2ID,L2Desc,L3ID,L3Desc,C2C-O2C-10-60-V006,Rebate in Kind Settlement,C2C,ACCPC_DM_PNCADL00,CCPC: Pricing & Commercial Agreement Display
606326a9-fd6e-4910-8cc3-a29ce42b0a52,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V001,EDM Product Create Template Manual Input,DAT,ADTMD_MM_PTRQAP01,DTMD: Product Request Approval (Template Manual Input)
c07bbe5c-3095-4941-a0ef-6fcda7d86da5,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V001,EDM Product Create Template Manual Input,DAT,ADTMD_MM_PTRQMT01,DTMD: Product Request Maintenance (Template Manual Input)
2d005bc9-7840-49f3-ba52-0b10e049b8f6,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V001,EDM Product Create Template Manual Input,DAT,ADTMD_MN_WKFLRO09,DTMD: Workflow Routing (Product Manager Global)
ab986856-0bb9-4a3a-ad1f-ff024ef20c65,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V001,EDM Product Create Template Manual Input,DAT,ADTMD_MN_WKFLRO07,DTMD: Workflow Routing (Product DQM Procurement)
1292d666-b92d-429b-9182-70a7d8f8d582,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V001,EDM Product Create Template Manual Input,DAT,ADTMD_MN_WKFLRO08,DTMD: Workflow Routing (Product DQM Quality)
7e3033ca-f0ea-4a26-b95d-0b6e3e72e672,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V001,EDM Product Create Template Manual Input,DAT,ADTMD_MN_WKFLRO06,DTMD: Workflow Routing (Product Maintainer Local)
044e1ceb-7db6-4ae1-8265-d9217d4f72d3,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V001,EDM Product Create Template Manual Input,DAT,ADTMD_MM_PTRQCR01,DTMD: Product Request Creation (Template Manual Input)
4f4188bb-89c5-47fc-92c3-0e52789fbfd1,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-60-V002,Manual BP distribution to satellite systems,DAT,ADTMD_MM_BUPARE01,DTMD: Business Partner Replication (Distribution)
308863ae-ac90-47e5-98d4-fac02f8f75d1,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-100-20-V001,Manual creation and update of bank data,DAT,ADTMD_MM_BANKMT01,DTMD: Bank Master Data Maintenance (Bank single)
c878aaec-0d05-49cd-813f-0989379614f0,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-100-20-V001,Manual creation and update of bank data,DAT,ADTMD_DM_BANKDL01,DTMD: Bank Master Data Display (Unrestricted - Master Data Hub)
9a2082f5-a3da-496e-b1e6-d84062104f0e,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-100-10-V001,Bank MD Cockpit upload,DAT,ADTMD_MM_BANKMT02,DTMD: Bank Master Data Maintenance (Bank cockpit)
ac858f8e-3296-424f-b836-e8c91f7cdf7f,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V003,EDM Product Create Exceptions,DAT,ADTMD_MM_PTRQCR02,DTMD: Product Request Creation (CS exceptions)
1e2e6c28-d65b-4589-9b0b-c010e868b889,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V003,EDM Product Create Exceptions,DAT,ADTMD_MM_PTRQAP02,DTMD: Product Request Approval (CS exceptions)
ebd47ee3-02f4-4ebe-8d71-43bbd9be5da1,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V003,EDM Product Create Exceptions,DAT,ADTMD_MN_WKFLRO09,DTMD: Workflow Routing (Product Manager Global)
377f7b8b-52ca-4ced-9f0f-09638dab6350,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V002,EDM Product Create Financial Service,DAT,ADTMD_MN_WKFLRO10,DTMD: Workflow Routing (Product Management Accounting)
b184808c-1629-4cf8-8865-69cc4ba8233f,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V002,EDM Product Create Financial Service,DAT,ADTMD_MM_PTRQCR03,DTMD: Product Request Creation (Financial Services)
c8c0b16e-1676-47ed-8a00-dbc9ece5f70f,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-20-V002,EDM Product Create Financial Service,DAT,ADTMD_MN_WKFLRO11,DTMD: Workflow Routing (Product Reporting Solutions)
9dcf2d7f-ffae-4d53-9644-22bcc3a97d27,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-90-V001,EDM BP Maintain,DAT,ADTMD_MM_BPRQCR02,DTMD: Business Partner Request Creation (Maintain BP)
abd51d7f-bf05-4e36-89d2-e9f612572e69,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-90-V001,EDM BP Maintain,DAT,ADTMD_MM_BPRQMT02,DTMD: Business Partner Request Maintenance (Maintain BP)
e3226a39-6f9d-4b1e-9cc5-8f3329480615,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-90-V001,EDM BP Maintain,DAT,ADTMD_MM_BPRQAP02,DTMD: Business Partner Request Approval (Maintain BP)
611b8cb5-f9e5-48be-8e35-8454a2b9711e,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-90-V001,EDM BP Maintain,DAT,ADTMD_MN_WKFLRO02,DTMD: Workflow Routing (Data Quality Manager)
f9993c42-217d-4a9a-99be-131d336a0c3a,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-90-V001,EDM BP Maintain,DAT,ADTMD_MN_WKFLRO03,DTMD: Workflow Routing (DQM Compliance)
0c6aa6dd-ec23-45dd-b389-a7e9abc722fc,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-90-V001,EDM BP Maintain,DAT,ADTMD_MN_WKFLRO01,DTMD: Workflow Routing (Data Maintainer)
bf07f25b-fc44-426a-9d6c-55570ac4291e,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-30-V001,EDM Product Update Template Manual Input,DAT,ADTMD_MN_WKFLRO12,DTMD: Workflow Routing (Product DQM Compliance)
0e72ac08-84c2-4f23-a5f9-498ede8fc414,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-30-V001,EDM Product Update Template Manual Input,DAT,ADTMD_MM_PTRQAP01,DTMD: Product Request Approval (Template Manual Input)
6fddcafb-a775-49ee-a094-fa28362ce0a8,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-30-V001,EDM Product Update Template Manual Input,DAT,ADTMD_MN_WKFLRO13,DTMD: Workflow Routing (Product DQM MD Local)
5fae802c-f50e-4a74-9e5f-004e324d694c,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-30-V001,EDM Product Update Template Manual Input,DAT,ADTMD_MN_WKFLRO09,DTMD: Workflow Routing (Product Manager Global)
437a2d78-8768-4b7b-afcc-0bc2da7e6e9c,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-30-V001,EDM Product Update Template Manual Input,DAT,ADTMD_MM_PTRQCR01,DTMD: Product Request Creation (Template Manual Input)
e90f72cf-84cb-4e1d-8f49-d04d9fdcd2d3,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-80-V002,EDM / BP/general Mass Update BP Create,DAT,ADTMD_MM_BUPAPR03,DTMD: Business Partner Preparation (Mass Creation)
ea521e1a-cc97-4954-aef4-31f82baf3301,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-80-V002,EDM / BP/general Mass Update BP Create,DAT,ADTMD_MM_BUPAAP03,DTMD: Business Partner Approval (Mass Creation)
0d6acc8b-1ca6-4a3d-a7ec-00afc4b45c39,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-80-V003,EDM / BP/general Mass Update BP Update,DAT,ADTMD_MM_BUPAPR04,DTMD: Business Partner Preparation (Mass Update)
721008f0-39ac-43ec-981c-7536903d9d1f,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-80-V003,EDM / BP/general Mass Update BP Update,DAT,ADTMD_MM_BUPAAP04,DTMD: Business Partner Approval (Mass Update)
740dcb05-2aff-40d0-9af0-f5dc9a760624,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-40-V001,EDM Product Mass update,DAT,ADTMD_MM_PRODPR04,DTMD: Product Preparation (Mass Update)
22cfabc3-cbed-4f56-bd54-e84fa4373341,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-40-V001,EDM Product Mass update,DAT,ADTMD_MM_PRODAP04,DTMD: Product Approval (Mass Update)
5485e7cd-a8a6-461b-a8cf-08fa98236ad1,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-210-10-V001,EDM / Reporting Business Partner,DAT,ADTMD_DM_BUPARP00,DTMD: Business Partner Reporting
ed1b650e-e6b8-45fc-996f-5ecc226d8cab,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-210-20-V001,EDM / Reporting Product,DAT,ADTMD_DM_PRODRP00,DTMD: Product Reporting
c3cafa85-3550-4054-842d-9126a1efed9a,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-100-40-V001,EDM Bank Master Bank Master distribution to consuming systems,DAT,ADTMD_MM_BANKRE03,DTMD: Bank Master Data Replication (Bank Replication)
105c8f85-86a6-49fa-8feb-540712bcaca1,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-160-10-V001,EDM / Reference Data Maintain,DAT,ADTMD_MM_RFDTAP01,DTMD: Reference Data Approval (Purchasing Group)
d56c6b3c-02ab-4f78-a496-0541b27c6f68,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-160-10-V001,EDM / Reference Data Maintain,DAT,ADTMD_MN_WKFLRO14,DTMD: Workflow Routing (Itego Purchasing Group)
fe2e9bd1-a52c-4a2e-b178-08e26480b272,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-160-10-V001,EDM / Reference Data Maintain,DAT,ADTMD_MM_RFDTMT01,DTMD: Reference Data Maintenance (Purchasing Group)
a1ca6b82-7033-44f0-aba4-6fcc0b5bb7eb,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-160-10-V001,EDM / Reference Data Maintain,DAT,ADTMD_MM_RFDTAP02,DTMD: Reference Data Approval (Material Group)
209b7058-1df8-4f2f-8b56-274cc6dfbd28,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-160-10-V001,EDM / Reference Data Maintain,DAT,ADTMD_MN_WKFLRO15,DTMD: Workflow Routing (Itego Material Group)
a2b8b158-fb82-48ee-99df-59722652ee2f,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-160-10-V001,EDM / Reference Data Maintain,DAT,ADTMD_MM_RFDTMT02,DTMD: Reference Data Maintenance (Material Group)
60ef2200-3cbb-4505-a239-ffb853c511e3,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-100-V001,EDM / BP/general BP Relationship Management,DAT,ADTMD_MM_BUPAPR05,DTMD: Business Partner Preparation (Maintain Relationship)
61238d3e-f409-4f29-a058-6ca15c497647,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-100-V001,EDM / BP/general BP Relationship Management,DAT,ADTMD_MM_BUPAAP05,DTMD: Business Partner Approval (Maintain Relationship)
95bc4c62-19d7-42f5-bbe1-e2b36741f7a2,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-110-V001,EDM BP General Source,DAT,ADTMD_MM_BUPAMT06,DTMD: Business Partner Maintenance (Source)
998f479a-632c-43ad-9147-f616f97aaded,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-40-V002,EDM Product Mass create,DAT,ADTMD_MM_PRODPR05,DTMD: Product Preparation (Mass Creation)
3492d245-0a4c-4756-8fef-efc09a176415,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-40-V002,EDM Product Mass create,DAT,ADTMD_MM_PRODAP05,DTMD: Product Approval (Mass Creation)
78eb7c78-9fc1-4717-9b09-1a15f3d0ca2c,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-100-20-V001,Manual creation and update of bank data,DAT,ADTMD_DM_BANKDL01,DTMD: Bank Master Data Display (Bank single)
8aba64da-2e63-4ed0-a597-a756f1054765,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_BUPADL02,DTMD: Business Partner Display (Restricted - EMDH)
15f90e44-498b-4448-b75e-e8ae6ed404d2,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_BUPADL04,DTMD: Business Partner Display (Restricted - Transactional)
620f14f8-1004-4c43-8134-129d4de5b531,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_BAMDDL01,DTMD: Bank Master Data Display (Unrestricted - EMDH)
36c9e3bf-3dc2-4371-aa1f-42f9ff3f6d51,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_BAMDDL03,DTMD: Bank Master Data Display (Unrestricted - Transactional)
232919fc-fe20-4895-bb4f-472bf8630dc4,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_PRODDL01,DTMD: Product Display (Unrestricted - EMDH)
ef408a93-48df-4097-8f15-d478ea8f62d7,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_PRODDL03,DTMD: Product Display (Unrestricted - Transactional)
5135000a-b237-401f-8057-0fcb5166665f,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTSR_DM_SPMTDL01,DTSR: Specification Display (Unrestricted - EMDH)
36c8a8ed-1091-497f-9190-a46099cb77f0,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTSR_DM_RECPDL01,DTSR: General & Site Recipe Display (Unrestricted - EMDH)
5b029843-08f5-4bcc-949b-3d27c42cdf03,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_EXRADL01,DTMD: Exchange Rate Display (Unrestricted - EMDH)
5c196abd-0c76-4766-9e7e-bddbb683122a,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_EXRADL03,DTMD: Exchange Rate Display (Unrestricted - Transactional)
d3e439d2-63d8-4905-9da7-6f9ee8941ea3,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DN_BUPADL05,DTMD: Business Partner Display (Unmasking Tax Number - EMDH)
6afc69a9-8d83-4631-90f3-6f1f6242b655,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DN_BUPADL06,DTMD: Business Partner Display (Unmasking Account Number - EMDH)
19533ddd-8afa-41d3-a884-2d09b73d52c4,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_TABLDL01,DTMD: Table Display (Business Partner)
83761b0e-50fd-4d3a-8071-bd6b1c56a617,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_TABLDL02,DTMD: Table Display (Product)
27a75065-b3a4-48da-b193-9fbf2e85e6ca,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DM_TABLDL03,DTMD: Table Display (Bank Master Data)
1de63820-fd8d-43a0-9d72-01b81f762d2c,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-50-V001,EDM / Product Deactivate,DAT,ADTMD_MM_PRODPR06,DTMD: Product Preparation (Product Deactivate)
b498c010-c417-4ed2-a281-32ea0280d544,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-150-50-V001,EDM / Product Deactivate,DAT,ADTMD_MM_PRODAP06,DTMD: Product Approval (Product Deactivate)
4ca1dee8-f132-4b4a-9e11-0af36d5180c7,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-140-80-V001,EDM / BP/others Maintain TR0151,DAT,ADTMD_MM_BUPAMT09,DTMD: Business Partner Maintenance (Maintain Counterparty)
338d4fdd-fd83-4b2c-a5b3-fd5c3e4d0334,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DN_BUPADL07,DTMD: Business Partner Display (Unmasking Tax Number - Transactional)
e76fdf8b-6e28-49dd-9397-7aec5a355a40,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DN_BUPADL08,DTMD: Business Partner Display (Unmasking Account Number - Transactional)
8859c667-eef1-4f25-9d61-97882cc3eef3,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DN_BUPADL09,DTMD: Business Partner Display (Unmasking Tax Number - CP)
2579e618-54c0-4b72-a4ea-7ba09eeed293,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DN_BUPADL10,DTMD: Business Partner Display (Unmasking Account Number - CP)
ac7fb70d-ccd2-4687-90be-619d26be8204,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DN_BUPADL11,DTMD: Business Partner Display (Unmasking Tax Number - EWM)
ca33527e-4170-4e4b-ba7c-919fe580ad58,L2ID,L2Desc,L3ID,L3Desc,DAT-DPL-00-00-V001,Display (Placeholder),DAT,ADTMD_DN_BUPADL12,DTMD: Business Partner Display (Unmasking Account Number - EWM)
20caf575-5c97-4bad-8c8d-4c55d3f119f9,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-140-70-V002,EDM BP others Business User create (Manual),DAT,ADTMD_MM_BUPAMT07,DTMD: Business Partner Maintenance (HR Mini Master Requirement)
dba03d8b-4460-4668-9995-c010b68826a2,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-20-V002,EDM BP general BP synchronization to ECC Deviating Supplier Number,DAT,ADTMD_MM_BUPAMT08,DTMD: Business Partner Maintenance (Maintain Supplier Number)
e4c35cbd-21a5-43eb-a68d-1be8c407e732,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-140-80-V002,EDM / BP/others Maintain BUP004,DAT,ADTMD_MM_BUPACR02,DTMD: Business Partner Request Creation (Maintain BP)
8694f0ec-cb7e-4629-b4c2-7fa566333a97,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-180-10-V001,EDM / Currency/Exchange Rate Source (automatic),DAT,ADTMD_MM_EXRAAP01,DTMD: Exchange Rate Approval (Maintain Exchange Rate)
e6c3c6b3-acbe-439d-9709-5c8a1e98fbf9,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-180-10-V001,EDM / Currency/Exchange Rate Source (automatic),DAT,ADTMD_MM_WKFLRO16,DTMD: Workflow Routing (Data Steward (Exchange Rates))
1bb1eda7-8caf-44a0-8146-94b436d5f559,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-180-20-V001,EDM / Currency/Exchange Rate Maintain Calculated Rate Types,DAT,ADTMD_MM_EXRAMT01,DTMD: Exchange Rate Maintenance (Maintain Exchange Rate)
409ceff6-bca5-4dac-90d2-eafd04f5d8eb,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-180-20-V002,EDM / Currency/Exchange Rate Maintain Itego,DAT,ADTMD_MM_EXRAMT01,DTMD: Exchange Rate Maintenance (Maintain Exchange Rate)
7ef69a96-38b7-4dc2-8198-c3d0fadc8d1c,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-180-30-V001,EDM / Currency/Exchange Rate Mass Update,DAT,ADTMD_MM_EXRAMT02,DTMD: Exchange Rate Maintenance (Mass Update Exchange Rate)
73b3970c-b79f-405d-ae44-bcb1ca09f430,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-180-10-V002,EDM / Currency/Exchange Rate Source (manual),DAT,ADTMD_MM_EXRAPR01,DTMD: Exchange Rate Preparation (Maintain Exchange Rate)
c2a4edcb-932e-494b-91e6-6a9c73217daa,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-120-V001,EDM / BP/general Direct Debit Mandate Create,DAT,ADTMD_MM_BUPAMT10,DTMD: Business Partner Maintenance (Create SEPA Mandate)
aa8f67ca-9971-44fc-a679-65bdb322a754,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-110-120-V002,EDM / BP/general Direct Debit Mandate Update,DAT,ADTMD_MM_BUPAMT11,DTMD: Business Partner Maintenance (Maintain SEPA Mandate)
5e23d04b-7a08-49f7-9ebc-1617f4a650f2,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-190-40-V001,"EDM Maintain Phrases (Create, Change)",DAT,ADTSR_MM_PHRAMT00,DTSR: Phrases Maintenance
8c52daac-76ad-4417-91ce-a5a699f01b6f,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-190-40-V001,"EDM Maintain Phrases (Create, Change)",DAT,ADTSR_MM_PHRAPR00,DTSR: Phrases Preparation
4ba186c7-c772-48b0-a937-531b8a9783e8,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-190-40-V002,EDM Maintain Phrases (Retire),DAT,ADTSR_MM_PHRAPR00,DTSR: Phrases Preparation
8b0f40d1-4bdd-4c17-b994-5ed489e2b90f,L2ID,L2Desc,L3ID,L3Desc,DAT-DMG-190-40-V002,EDM Maintain Phrases (Retire),DAT,ADTSR_MM_PHRAMT00,DTSR: Phrases Maintenance
